,Content
1536,"A esquerda tenta há muito calar a mídia e eu jamais propus tal absurdo. Rouba bilhões e desvia dos brasileiros dando também para ditaduras e países do Foro de SP. A esquerda, nas escolas, diz que o socialismo é o paraíso e o capitalismo é o inferno...e o Bolsonaro que é o perigo?"
1537,"Miriam Leitão, a marxista de ontem, continua a mesma. Se eu chegar lá vai querer lamber minhas botas, como fez com todos que chegaram ao Poder. Seu lugar é no chiqueiro da História."
1538,"Um grande abraço ao @lobaoeletrico . Infelizmente realmente não somos amigos e nada nos liga, mas deixo aqui  um abraço... e diga não à pedofilia!"
1539,"Não tenho ligação alguma com @flaviomorgen , além de acusar os outros de fascistas ser crime, a pedofilia também é! O poste querendo mijar no cachorro! Se existir justiça no Brasil vão tomar bonito!"
1540,"Queremos negociar com o mundo todo, inclusive com a China. A questão é como esses negócios devem ser feitos: com critérios, respeitando nossa legislação, soberania nacional e autonomia. O Brasil é grande!"
1541,"Parabéns ao primeiro-ministro Shinzo Abe pela vitória nas eleições do Japão, país que temos grande respeito! Se depender de nós, o Brasil estará pronto para uma aproximação cada vez maior!"
1542,Infelizmente a Constituição não permite o trabalho obrigatório para presos. A sociedade não merece sustentar quem a aterroriza diariamente!
1543,"Se o marginal não quer perder direitos, que pense 1000 vezes antes de matar ou estuprar alguém. Cadeia também é pra pagar seus erros, não é colônia de férias!"
1544,"A população é que deve ser respeitada pelo preso. Temos cidadãos honestos desempregados vivendo em péssimas condições, priorizar bandido é uma afronta grave à sociedade que sangra nas mãos destes delinquentes."
1545,"Congratulations @BorrachinhaMMA ! Retribuindo o carinho: um grande abraço, Campeão! 🇧🇷"
1546,"Precisamos de Banco Central independente para definir metas, diminuir juros, reduzir inflação e obter previsibilidade econômica."
1547,Há anos a disputa presidencial resume-se em Esquerda X Esquerda. Tiraram o lado direito do jogo pq sabiam a força q tem. Ela está de volta!
1548,"Chegamos até aqui com VERDADE, não será agora que iremos fazer falsas promessas e soluções em troca de apoio. Queremos um Brasil diferente!"
1549,"A esquerda pode fazer terrorismo, formar militantes fracassados, destruir referências ocidentais e familiares..mas a direita q é truculenta!"
1550,Hoje eu e meus filhos nos reunimos com professores economistas reconhecidos e respeitados aqui e no mundo inteiro. O Brasil tem jeito!
1551,O empenho que cada brasileiro está tendo pra enfrentar o monopólio da esquerda em todos os campos já é uma vitória em qualquer hipótese! 🇧🇷
1552,PROCESSOS: não bastam os prints mas também o (url) que é a impressão digital da referida postagem! Faça isso sempre que nos ajudará muito!
1553,"Terras agricultáveis, subsolo, hidrelétricas, portos, frigoríficos... a China está comprando não NO Brasil, mas O Brasil..."
1554,👍🏻
1555,"No ritmo em que estamos, percorrendo todo Brasil e mundo é cansativo e acontece. Pagarei 10 pelo deslize! Segue a luta! Um abraço a todos!"
1556,"Aproveito pra corrigir e fazer um adendo:Parabéns policiais de Minas, São Paulo e todo Brasil pelo bom trabalho, mesmo nas atuais condições!"
1557,"Em discurso hoje em MG, parabenizei a PMESP. Fake News dirá que não entendo de geografia, então seria incapaz de governar. Perdoem o erro!"
1558,Boa noite a todos!
1559,"A corrupção em nome da ""governabilidade"" segue a todo vapor em Brasília, mais especificamente no Senado! Isso não me cheira bem!"
1560,"Você não vê, qualquer um desses que me acusam de ser contra a democracia se posicionarem contra controle de mídia e internet. Canalhas!"
1561,"Sob pretexto de acabar ""fontes não seguras"" e garantir o ""jornalismo sério"", calarão todos aqueles que não se alinham à agenda globalista!"
1562,"Controle da internet mais a regulação da mídia tem principal objetivo de barrar o crescimento de veículos independentes, ou seja, nós!"
1563,"Em poucos minutos faremos uma live no facebook numa Mesa Redonda (via internet) com @OdeCarvalho , diretamente de NY. Até lá!"
1564,"Qual a origem do dinheiro do terrorista Battisti? Disse que usaria para comprar material de pesca na Bolívia. Comigo, em 2019, verá o Papa."
1565,Temos que ter outras opções fora das amarras ideológicas do MercoSul! Partamos para o bilateralismo em prol do desenvolvimento real do país!
1566,A maioria da mídia não deu uma nota de rodapé sobre o voto impresso! A mobilização social foi e continuará sendo fundamental nessa guerra!
1567,- @jairbolsonaro @BolsonaroSP @FlavioBolsonaro e @CarlosBolsonaro em reunião com o mercado financeiro em Boston - EUA (10/10/2017).
1568,"Se a energia gasta por parte dos jornalistas p/escrever porcarias ao meu respeito fosse convertida em eletricidade, teríamos luz o ano todo!"
1569,"CHEGANDO EM BELÉM: Hoje, 05 de outubro - 14:30h - Aeroporto. Abraço a todos!"
1570,"ENTENDAM:caso eu entre na ""Justiça"", tenho certeza, perderei. Apenas p/ eles, da esquerda, o Art. 53 é reconhecido na imunidade parlamentar."
1571,"A pedido do TSE a Câmara vota, nessa quarta-feira, projeto que revoga a lei do Voto Impresso. É o SISTEMA agindo."
1572,"Negro, branco, mulher, homem, hetero, homo, etc, todos estão no mesmo barco e estarão na miséria se continuarmos no mesmo rumo. Boa noite!"
1573,"Prego q tds somos iguais, mas canalhas q trabalham p/esquerda insistem em dividir a sociedade p/se manterem no poder c/os então ""oprimidos"""
1574,A mídia internacional se juntou ao trabalho sujo e de má fé que fazem alguns jornais brasileiros.  Não me intimidarão!
1575,Pobres das pessoas que julgam minha possível candidatura como uma obsessão política tradicional! É uma missão e estamos no caminho certo! 🇧🇷
1576,Governo promete emendas para barrar processo na Câmara. Cortes e parcelamentos virão para as Forças Armadas. Bandidos do Rio agradecem.
1577,"Datafolha acerta em Lula ganhar de todos num eventual segundo turno, afinal o TSE já sinalizou que vai ignorar o Voto Impresso para 2018."
1578,"""Cantar ""atirei um pau no gato"" ñ pode, as crianças crescerão violentas. Mas mostrar piu-piu p/ as crianças pode, é obra de arte. Canalhas!"
1579,Há muitos anos atrás falei: estão escancarando as portas para a pedofilia! Só não vê quem não quer ou compactua!
1580,"Infelizmente a CF veda trabalho obrigatório p/ criminoso. Por isso, todos pagam muito caro, inclusive os presos. Mudanças têm que acontecer!"
1581,"Se não pode prender menor porque não acabará com violência, liberem todos os crimes, já que continuam ocorrendo. Cadeia também é pra punir!"
1582,"A quem reclama de população carcerária, digo e repito: prefiro cadeia entupida de vagabundos do que um cemitério lotado de inocentes!"
1583,"Falou EXTREMA-DIREITA, já sabe: é o movimento de esquerda com medo da verdade e de perder o poder!"
1584,"A política nunca dividirá as Forças Armadas, porque, para os militares, o Brasil sempre estará acima de tudo."
1585,Não se faz democracia comprando votos e aceitando a corrupção por governabilidade. Reagir a isso é obrigação de qualquer civil ou MILITAR.
1586,"No revolto mar de chorume em que se encontram os Poderes, ainda querem burlar a Lei do voto impresso para 2018."
1587,"Governo entrega tudo ignorando economia interna e bilateralidade. Tudo ideológico! Não é ser contra privatizações, mas contra maus negócios."
1588,"Agora falam que em economia sou igual ao PT, mesmo eu defendendo comércio mais amplo com países desenvolvidos, o que não fizeram em 13 anos."
1589,"Ativista LGBT americano influente me chama de ""cretino fascista"" de graça e agora chora pq respondi c/ amor e tolerância. Dissimulado!"
1590,Não sei como não saiu em muitos meios de comunicação: pênis ataca uma mulher ou a culpa foi do ônibus!
1591,A impunidade estimula o detido e solto a cometer novamente o mesmo crime porque não enxerga mais as consequências. Isso precisa acabar!
1592,Durante o Governo Militar o Brasil passou a produzir seu dinheiro na Casa da Moeda. Sem as obras desse período o Brasil não existiria.
1593,"Rotulado por Lula de ""analfabeto político"", digo: ""Sou tudo que ele não é. Lula não será meu cabo eleitoral, já é meu general eleitoral!"""
1594,Falaram que saiu no Financial Times que comparado a mim Trump é um sujeito gentil. Agradeço o elogio!
1595,"Hoje estive na Associação Comercial e Industrial da Barra da Tijuca onde conversamos sobre segurança, economia e política! 🇧🇷➡️"
1596,Não sei quem é Pablo Vitar. Boa tarde a todos!
1597,Nossa continência aos Soldados do Brasil.
1598,Precisamos nos livrar das amarras do Mercosul e partir para o bilateralismo. O Brasil tem autonomia para fazer comércio com o mundo todo!
1599,Nosso país nos últimos anos fez economia pra sustentar países do Foro de São Paulo e esqueceu seu próprio povo. O Brasil é maior que isso!
1600,O Brasil abre a Amazônia para o mundo explorar seu ouro. Enquanto os nossos garimpeiros continuam sendo tratados como bandidos.
1601,"Festa do Peão em Barretos, 26/08. Estaremos a partir da Queima do Alho. Muito obrigado pelo convite. Com @BolsonaroSP e @CarlosBolsonaro"
1602,Querem criar o fundão bilionário na Reforma Política mas alegam não ter dinheiro para aplicabilidade plena do voto impresso! Contem outra!
1603,"Quem está na frente de uma sala de aula e diz que Bolsonaro é nazista; não é apenas mentiroso, mas desonesto, pilantra e vagabundo!"
1604,"Jair Bolsonaro em Volta Redonda-RJ.  Hoje, 21/ago, 18hs no Cine 9 de Abril. Palestra: o futuro do Brasil."
1605,"""Ninguém é obrigado a ser candidato a senador ou deputado, logo cada um faça campanha com seus próprios fundos e não com os fundos do povo."""
1606,Reparem que após a agressão fui chamado de tudo menos de corrupto! Estamos no caminho certo!
1607,A verdade incomoda Kkkkkkkkkkk
1608,"Aos q se preocupam c/ meu bem estar, obrigado pelo alerta! A ameaça tornar-se-á concreta somente após ñ conseguirem me derrubar c/ calúnias!"
1609,"Ciro Gomes acusou-me d lavar dinheiro da Friboi, em 2014. O grande ""economista"" terá q justificar, na Justiça, esta falsa imputação d crime."
1610,"Uma mãe ao entregar seu filho p/ o Exército sabe q poderá recebê-lo d volta morto em combate, mas jamais preso por ter atirado em vagabundo."
1611,Relativizar corrupção por possibilidade d volta de inimigo é ñ ter moral p/exigir o q dizem querer combater. Esse discurso só nivela todos!
1612,"""JAMAIS compactuarei com a corrupção!"""
1613,Aloísio Nunes defender um mundo sem armas nucleares é uma piada. O PSDB se intitular de direita é uma comédia.
1614,"Obrigado @OdeCarvalho pelas citações e referências de meu nome em seus últimos posts no twitter, instagram e facebook! Um grande abraço!🇧🇷"
1615,Vc tem a certeza do q está falando quando um petista dá xilique num post q ñ é direcionado a seu partido mas ataca sua essência! Reflitam!
1616,O BRASIL TEM JEITO!!!
1617,"Quem assalta, estupra, sequestra e mata não é vítima da sociedade, é VAGABUNDO!"
1618,Boa Noite. Brasil acima de tudo!
1619,KkkkkkkkkkkkkkkKkKKk...
1620,PQ O PSOL PEDE ELEIÇÕES DIRETAS JÁ: CASO HAJA ELEIÇÃO ESSE ANO O VOTO NÃO SERIA O IMPRESSO. LULA SERIA ELEITO NA FRAUDE DA SMARTMATIC.
1621,"Governo desvia R$bilhões dos brasileiros em prol do plano d poder do FORO DE SP, mas o problema é q Bolsonaro é acusado d ser preconceituoso"
